delta,LAX,JFK,605,1423,200,1,1
delta,LAX,JFK,755,1612,200,2,1
delta,LAX,JFK,925,1750,200,3,1
delta,LAX,JFK,1125,1954,200,4,1
delta,LAX,JFK,1240,2102,200,5,1
delta,LAX,JFK,1415,2231,200,6,1
delta,LAX,PHX,835,1112,78,7,1
delta,LAX,PHX,1100,1336,78,8,1
delta,LAX,PHX,1350,1622,78,9,1
delta,LAX,PHX,1643,1918,78,10,1
delta,LAX,PHX,2040,2310,78,11,1
delta,LAX,SFO,700,835,165,12,1
delta,LAX,SFO,905,1038,128,13,1
delta,LAX,SFO,1258,1427,128,14,1
delta,LAX,SFO,1518,1644,150,15,1
delta,LAX,SFO,1750,1914,150,16,1
delta,LAX,SFO,1942,2114,180,17,1
delta,LAX,SFO,2116,2245,180,18,1
delta,LAX,SEA,600,900,165,19,1
delta,LAX,SEA,750,1045,165,20,1
delta,LAX,SEA,915,1212,165,21,1
delta,LAX,SEA,1155,1450,165,22,1
delta,LAX,SEA,1515,1810,165,23,1
delta,LAX,SEA,1700,1952,165,24,1
delta,LAX,SEA,1919,2210,165,25,1
delta,LAX,SEA,2055,2347,165,26,1
delta,LAX,DEN,759,1122,128,27,1
delta,LAX,DEN,1430,1745,128,28,1
delta,LAX,DEN,2000,2315,128,29,1
delta,LAX,ATL,615,1326,230,30,1
delta,LAX,ATL,745,1446,230,31,1
delta,LAX,ATL,845,1558,230,32,1
delta,LAX,ATL,1030,1740,230,33,1
delta,LAX,ATL,1201,1916,230,34,1
delta,LAX,ATL,1420,2134,230,35,1
delta,LAX,ATL,1530,2238,230,36,1
delta,LAX,ATL,1653,2359,230,37,1
delta,LAX,BOS,800,1626,180,38,1
delta,SEA,JFK,745,1547,230,39,1
delta,SEA,JFK,1140,2000,230,40,1
delta,SEA,BOS,1055,1915,165,41,1
delta,SEA,IAD,759,1556,128,42,1
delta,SEA,ORD,700,1306,128,43,1
delta,SEA,ORD,1119,1722,128,44,1
delta,SEA,ORD,1751,2352,128,45,1
delta,SEA,ATL,615,1400,180,46,1
delta,SEA,ATL,811,1559,180,47,1
delta,SEA,ATL,945,1731,180,48,1
delta,SEA,ATL,1133,1913,180,49,1
delta,SEA,ATL,1358,2139,180,50,1
delta,SEA,DEN,747,1130,128,51,1
delta,SEA,DEN,1000,1343,128,52,1
delta,SEA,DEN,1534,1914,128,53,1
delta,SEA,DEN,1925,2303,128,54,1
delta,SEA,PHX,734,1129,165,55,1
delta,SEA,PHX,1110,1500,165,56,1
delta,SEA,PHX,1515,1904,165,57,1
delta,SEA,PHX,1908,2300,165,58,1
delta,SEA,SFO,925,1146,128,59,1
delta,SEA,SFO,1347,1600,128,60,1
delta,SEA,SFO,1518,1729,128,61,1
delta,SEA,SFO,1700,1919,128,62,1
delta,SEA,SFO,2109,2323,128,63,1
delta,SEA,SFO,724,946,105,64,1
delta,PHX,JFK,610,1246,180,65,1
delta,PHX,JFK,1258,1942,180,66,1
delta,PHX,ATL,600,1127,185,67,1
delta,PHX,ATL,705,1232,185,68,1
delta,PHX,ATL,1015,1545,185,69,1
delta,PHX,ATL,1320,1851,185,70,1
delta,PHX,ATL,1435,2006,185,71,1
delta,PHX,ATL,1721,2149,185,72,1
delta,PHX,SEA,800,1017,165,73,1
delta,PHX,SEA,1220,1429,165,74,1
delta,PHX,SEA,1545,1800,165,75,1
delta,PHX,SEA,1949,2207,165,76,1
delta,SFO,BOS,1250,2124,230,77,1
delta,SFO,ATL,600,1332,230,78,1
delta,SFO,ATL,715,1445,230,79,1
delta,SFO,ATL,910,1643,230,80,1
delta,SFO,ATL,1152,1932,230,81,1
delta,SFO,ATL,1255,2036,230,82,1
delta,SFO,ATL,1509,2241,230,83,1
delta,SFO,SEA,620,840,168,84,1
delta,SFO,SEA,1037,1258,105,85,1
delta,SFO,SEA,1226,1438,105,86,1
delta,SFO,SEA,1652,1909,105,87,1
delta,SFO,SEA,1809,2023,105,88,1
delta,SFO,SEA,2004,2222,105,89,1
delta,ATL,JFK,725,935,150,90,1
delta,ATL,JFK,820,1030,150,91,1
delta,ATL,JFK,1032,1243,150,92,1
delta,ATL,JFK,1205,1415,150,93,1
delta,ATL,JFK,1340,1552,150,94,1
delta,ATL,JFK,1520,1739,150,95,1
delta,ATL,JFK,1645,1900,150,96,1
delta,ATL,JFK,1928,2145,150,97,1
delta,ATL,JFK,2143,2356,150,98,1
delta,ATL,BOS,600,827,185,99,1
delta,ATL,BOS,730,1002,185,100,1
delta,ATL,BOS,855,1122,185,101,1
delta,ATL,BOS,1028,1300,185,102,1
delta,ATL,BOS,1225,1454,185,103,1
delta,ATL,BOS,1345,1616,185,104,1
delta,ATL,BOS,1508,1744,185,105,1
delta,ATL,BOS,1643,1915,185,106,1
delta,ATL,BOS,1800,2035,185,107,1
delta,ATL,BOS,2000,2230,185,108,1
delta,ATL,BOS,2110,2339,185,109,1
delta,ATL,IAD,733,915,126,110,1
delta,ATL,IAD,950,1131,126,111,1
delta,ATL,IAD,1259,1439,126,112,1
delta,ATL,IAD,1525,1706,126,113,1
delta,ATL,IAD,1726,1907,126,114,1
delta,ATL,IAD,2015,2200,126,115,1
delta,ATL,ORD,725,835,150,116,1
delta,ATL,ORD,845,948,110,117,1
delta,ATL,ORD,1007,1119,110,118,1
delta,ATL,ORD,1118,1125,110,119,1
delta,ATL,ORD,1345,1452,110,120,1
delta,ATL,ORD,1505,1611,110,121,1
delta,ATL,ORD,1610,1720,110,122,1
delta,ATL,ORD,1754,1908,110,123,1
delta,ATL,ORD,1924,2034,110,124,1
delta,ATL,ORD,2043,2150,110,125,1
delta,ATL,ORD,2242,2337,110,126,1
delta,ATL,DEN,812,940,180,127,1
delta,ATL,DEN,955,1121,180,128,1
delta,ATL,DEN,1155,1317,180,129,1
delta,ATL,DEN,1316,1438,180,130,1
delta,ATL,DEN,1500,1626,180,131,1
delta,ATL,DEN,1839,2005,180,132,1
delta,ATL,DEN,2114,2239,180,133,1
delta,ATL,PHX,800,1026,185,134,1
delta,ATL,PHX,1107,1332,185,135,1
delta,ATL,PHX,1359,1621,185,136,1
delta,ATL,PHX,1540,1800,185,137,1
delta,ATL,PHX,1800,2019,185,138,1
delta,ATL,PHX,2000,2220,185,139,1
delta,ATL,PHX,2142,2359,185,140,1
delta,ATL,SEA,811,1044,180,141,1
delta,ATL,SEA,1020,1300,180,142,1
delta,ATL,SEA,1204,1440,180,143,1
delta,ATL,SEA,1403,1643,180,144,1
delta,ATL,SEA,1736,2015,230,145,1
delta,ATL,SEA,1910,2151,230,146,1
delta,ATL,SFO,810,1044,230,147,1
delta,ATL,SFO,947,1217,180,148,1
delta,ATL,SFO,1049,1323,180,149,1
delta,ATL,SFO,1512,1744,180,150,1
delta,ATL,SFO,1757,2030,180,151,1
delta,ATL,SFO,2000,2230,180,152,1
delta,ATL,SFO,2122,2359,180,153,1
delta,DEN,JFK,606,1200,180,154,1
delta,DEN,JFK,1105,1606,180,155,1
delta,DEN,ATL,600,1058,180,156,1
delta,DEN,ATL,705,1200,180,157,1
delta,DEN,ATL,1040,1526,180,158,1
delta,DEN,ATL,1219,1706,180,159,1
delta,DEN,ATL,1415,1906,180,160,1
delta,DEN,ATL,1536,2030,180,161,1
delta,DEN,ATL,1802,2301,180,162,1
delta,DEN,SEA,610,832,128,163,1
delta,DEN,SEA,1225,1426,150,164,1
delta,DEN,SEA,1425,1623,185,165,1
delta,DEN,SEA,1952,2200,168,166,1
delta,ORD,ATL,530,829,185,167,1
delta,ORD,ATL,731,1032,150,168,1
delta,ORD,ATL,1204,1507,150,169,1
delta,ORD,ATL,1655,2000,150,170,1
delta,ORD,ATL,1805,2112,150,171,1
delta,ORD,ATL,1953,2155,110,172,1
delta,ORD,ATL,1310,1607,150,173,1
delta,ORD,ATL,1500,1800,150,174,1
delta,ORD,ATL,817,1119,150,175,1
delta,ORD,ATL,920,1223,150,176,1
delta,ORD,ATL,1028,1328,110,177,1
delta,ORD,SEA,608,855,128,178,1
delta,ORD,SEA,1400,1645,128,179,1
delta,ORD,SEA,1900,2149,128,180,1
delta,IAD,ATL,600,757,110,181,1
delta,IAD,ATL,700,903,110,182,1
delta,IAD,ATL,954,1147,110,183,1
delta,IAD,ATL,1215,214,150,184,1
delta,IAD,ATL,1518,1710,110,185,1
delta,IAD,ATL,1745,1952,110,186,1
delta,IAD,ATL,1946,2145,110,187,1
delta,IAD,SEA,1700,2019,128,188,1
delta,BOS,JFK,600,732,128,189,1
delta,BOS,JFK,1710,1840,128,190,1
delta,BOS,JFK,2000,2130,105,191,1
delta,BOS,ATL,545,854,185,192,1
delta,BOS,ATL,700,1005,185,193,1
delta,BOS,ATL,800,1101,185,194,1
delta,BOS,ATL,925,1225,185,195,1
delta,BOS,ATL,1100,1357,185,196,1
delta,BOS,ATL,1222,1521,185,197,1
delta,BOS,ATL,1400,1700,185,198,1
delta,BOS,ATL,1700,2000,185,199,1
delta,BOS,ATL,1844,2000,185,200,1
delta,BOS,ATL,2000,2300,185,201,1
delta,BOS,SEA,640,1019,180,202,1
delta,BOS,SFO,740,1147,230,203,1
united,LAX,BOS,840,1705,126,204,1
united,LAX,IAD,822,1614,126,205,1
united,LAX,IAD,1340,2120,126,206,1
united,LAX,ORD,55,649,230,207,1
united,LAX,ORD,700,1300,230,208,1
united,LAX,ORD,830,1437,126,209,1
united,LAX,ORD,1040,1650,230,210,1
united,LAX,ORD,1240,1843,126,211,1
united,LAX,ORD,1403,2000,230,212,1
united,LAX,DEN,630,953,126,213,1
united,LAX,DEN,900,1228,126,214,1
united,LAX,DEN,1113,1441,126,215,1
united,LAX,DEN,1310,1624,126,216,1
united,LAX,DEN,1313,1635,230,217,1
united,LAX,DEN,1608,1929,126,218,1
united,LAX,DEN,1814,2135,126,219,1
united,LAX,SFO,630,806,126,220,1
united,LAX,SFO,854,1036,126,221,1
united,LAX,SFO,930,1115,126,222,1
united,LAX,SFO,1045,1230,126,223,1
united,LAX,SFO,1103,1248,126,224,1
united,LAX,SFO,1215,1351,126,225,1
united,LAX,SFO,1545,1721,126,226,1
united,LAX,SFO,1830,2006,126,227,1
united,LAX,SFO,1945,2121,150,228,1
united,LAX,SFO,2110,2245,150,229,1
united,SEA,IAD,815,1608,126,230,1
united,SEA,ORD,1230,1824,126,231,1
united,SEA,ORD,1055,1700,126,232,1
united,SEA,ORD,1405,1800,126,233,1
united,SEA,DEN,728,1110,150,234,1
united,SEA,DEN,1235,1621,126,235,1
united,SEA,DEN,1600,1937,126,236,1
united,SEA,SFO,535,639,126,237,1
united,SEA,SFO,849,954,126,238,1
united,SEA,SFO,1358,1500,126,239,1
united,SEA,SFO,1653,1800,126,240,1
united,SEA,SFO,1837,1944,150,241,1
united,PHX,IAD,945,1544,126,242,1
united,PHX,ORD,517,939,128,243,1
united,PHX,ORD,735,1157,126,244,1
united,PHX,ORD,1017,1445,126,245,1
united,PHX,ORD,1243,1700,126,246,1
united,PHX,ORD,1555,2022,126,247,1
united,PHX,DEN,805,950,126,248,1
united,PHX,DEN,1300,1455,126,249,1
united,PHX,DEN,1444,1633,126,250,1
united,PHX,DEN,1740,1929,150,251,1
united,PHX,SFO,535,639,126,252,1
united,PHX,SFO,849,954,126,253,1
united,PHX,SFO,1358,1505,126,254,1
united,PHX,SFO,1653,1800,126,255,1
united,PHX,SFO,1837,2000,150,256,1
united,SFO,BOS,815,1600,230,257,1
united,SFO,BOS,1105,2000,230,258,1
united,SFO,BOS,1350,2230,230,259,1
united,SFO,IAD,730,1516,150,260,1
united,SFO,IAD,930,1736,230,261,1
united,SFO,IAD,1215,2019,150,262,1
united,SFO,IAD,1300,2100,230,263,1
united,SFO,ORD,650,1308,150,264,1
united,SFO,ORD,830,1444,230,265,1
united,SFO,ORD,1040,1700,230,266,1
united,SFO,ORD,1400,2000,230,267,1
united,SFO,ORD,1535,2143,230,268,1
united,SFO,ORD,1709,2318,230,269,1
united,SFO,DEN,625,1006,230,270,1
united,SFO,DEN,640,1021,126,271,1
united,SFO,DEN,913,1250,230,272,1
united,SFO,DEN,1100,1445,126,273,1
united,SFO,DEN,1255,1632,126,274,1
united,SFO,DEN,1423,1800,230,275,1
united,SFO,DEN,1606,1940,230,276,1
united,SFO,DEN,1800,2134,230,277,1
united,SFO,ATL,1042,1825,128,278,1
united,SFO,PHX,1044,1349,126,279,1
united,SFO,PHX,1252,1600,126,280,1
united,SFO,PHX,1900,2200,126,281,1
united,SFO,PHX,2037,2330,126,282,1
